db_id,db_name,clean_name,db_lat,db_lng,db_google_place_id,resolved_google_place_id,google_name,match_score,distance_meters,confidence,source,num_candidates,notes,status,reason,n_text_results,n_nearby_results
90a0c801-37f4-4983-b147-57e81776f333,"Roasted Duck by Pa Ord,restaurant,4-iconic,Thai Town - new Eater 38 addition",Roasted Duck by Pa Ord,0.0,0.0,,ChIJharH4mq_woAR3f7EfNbthQ8,Roasted Duck by Pa Ord,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
91b3e966-d7ce-4a15-b728-772f46c8bd99,"Ace Hotel Downtown Los Angeles,hotel,hotel-neighborhood,Restored historic DTLA building - rooftop",Ace Hotel Downtown Los Angeles,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
93cea661-f1ea-4c7a-a2b7-35c0f4297148,"Short Stories Hotel,hotel,hotel-boutique,Fairfax District - intimate feel and design details",Short Stories Hotel,0.0,0.0,,ChIJmThyJzK5woARvgjYGoTrVg0,Short Stories Hotel,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
970410ca-8b48-40b8-9c3c-30e0eaca488a,"Beethoven Market,restaurant,3-hot2025,Mar Vista Italian - Infatuation #10 - neighborhood gem",Beethoven Market,0.0,0.0,,ChIJlwU_uvC6woAR9hXvi7zlRSg,Beethoven Market,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
9d00545a-819b-4915-b1e6-2fab555fb7d0,"Gold Diggers,hotel,hotel-boutique,East Hollywood - music venue/bar/hotel hybrid - 18.4 rating",Gold Diggers,0.0,0.0,,ChIJRzgRy3-5woARAjIJY4NIfPk,Gold Diggers Bar,85.71428571428572,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
9ef3e0b2-0cd9-4a35-a75e-606cd856a037,"Hotel Covell,hotel,hotel-boutique,Intimate Los Feliz gem - bespoke design",Hotel Covell,0.0,0.0,,ChIJOwhhqK3AwoAR5kk9OjQ0mhA,Hotel Covell,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
a0a04d97-7499-414d-83d6-826a223a2a46,"Coni'Seafood,restaurant,4-iconic,Nayarit-style seafood - Inglewood",Coni'Seafood,0.0,0.0,,ChIJkyZE_nG6woARWEi-j3XdO2s,Coni’Seafood,91.66666666666666,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
a40876c5-0757-4c6d-9785-5d947686e4ca,"Porto's Bakery & Cafe,restaurant,4-iconic,Beloved Cuban bakery institution",Porto's Bakery & Cafe,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,AMBIGUOUS,TEXT_MULTI_RESULTS,2,0
a6b960af-334c-41dd-9d9b-34601fba00d1,Carøe,Carøe,,,,,,0,0,NO_MATCH,,1,No coords; text search had 0 or >1 or low confidence,NO_MATCH,TEXT_LOW_SIM,1,0
b24be64a-0699-4253-8794-1cbf320792fd,"Chateau Marmont,hotel,hotel-iconic,Legendary Hollywood escape - old-world glamour",Chateau Marmont,0.0,0.0,,ChIJKROQJcC-woARXQdWnTspoVk,Chateau Marmont,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
b894859b-057a-4541-bb77-8f92c554d15d,"Tabula Rasa,wine bar,5-wine-bar,East Hollywood",Tabula Rasa,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
be21533f-8d31-431d-82f8-3ad7a0ffd738,"N/Soto,restaurant,4-iconic,Japanese - highly rated",N/Soto,0.0,0.0,,ChIJr7tV88a5woARABa1uEr3Mao,n/soto,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
beccc604-fd4c-4aa5-b42b-56a058d419e9,"Camphor,restaurant,2-michelin,1 Michelin star - Arts District French",Camphor,0.0,0.0,,ChIJNW1lfmzHwoARxzp7unjgv-0,Camphor,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
bf1e76e4-15cc-4a1a-afe7-59e9ffc5a50c,"Rustic Canyon,restaurant,4-iconic,Santa Monica farm-to-table",Rustic Canyon,0.0,0.0,,ChIJn7_uYGKjwoARLjGYQnczLhg,Rustic Canyon,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
bf8030c3-62bd-425d-bc3a-41fcb51eb901,"Angel's Tijuana Tacos,restaurant,3-hot2025,Al pastor specialist - Resy pick",Angel's Tijuana Tacos,0.0,0.0,,ChIJufsBaGXBwoAR5ZyunDVI1tc,Angel's Tijuana Tacos,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
c1575ce5-87e5-40ce-a5ee-0a56123c4733,"88 Club,restaurant,3-hot2025,Mei Lin (Top Chef winner)",88 Club,0.0,0.0,,ChIJi_R5HMm9woARv_qBcJatv_0,88 Club,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
c439c0a2-90bf-45a8-949c-f86c7ac47e07,"Mercado La Paloma,restaurant,4-iconic,Food hall - LA Times #1 2025",Mercado La Paloma,0.0,0.0,,ChIJGyYzkgrIwoARoBczR2iUHPY,Mercado La Paloma,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
c551ebe6-7ce5-40f9-8f35-56148a186095,"Langer's Delicatessen,restaurant,1,Iconic pastrami - Jonathan Gold Hall of Fame",Langer's Delicatessen,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
ccd87c4d-aba6-4b63-86b4-f0799c67916d,"Yangban Society,restaurant,4-iconic,Korean-American - Arts District",Yangban Society,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
cf833284-6680-4a9f-a3eb-4a8c2a64d3d8,"Pizzeria Sei,restaurant,3-hot2025,Tokyo-Neapolitan pizza - Pico-Robertson - Resy pick",Pizzeria Sei,0.0,0.0,,ChIJZzA8EM25woAR4SmcyXbfxBE,Pizzeria Sei,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
d03b1eb8-e32a-48d6-a036-5a067bef94f0,"The Beverly Hills Hotel,hotel,hotel-iconic,Dorchester Collection - the Pink Palace",The Beverly Hills Hotel,0.0,0.0,,ChIJXVs5lQa8woARSWRNqYGVUNo,The Beverly Hills Hotel,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
d09cb3f9-b1dd-4142-a381-524ed1ceeb63,"Jitlada,restaurant,4-iconic,Thai Town legend",Jitlada,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
d433e8e0-b1c3-466d-bedd-3704dbb021a5,"Lucia,restaurant,3-hot2025,Caribbean fine dining - Fairfax - Art Deco space",Lucia,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
d72ff495-2588-41d6-886d-4978202e1a53,"Hotel Bel-Air,hotel,hotel-iconic,Dorchester Collection - secluded Westwood luxury",Hotel Bel-Air,0.0,0.0,,ChIJ4XfXK_G8woARbUYxTMpyDo8,Hotel Bel-Air,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
da61a9df-96f6-469a-9608-068a8697cfb8,"RVR,restaurant,3-hot2025,Cal-izakaya - Venice - Travis Lett - Infatuation #6",RVR,0.0,0.0,,ChIJZ1pkfgC7woARjdvLWPbggwg,RVR,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
dd6c07c1-713f-4ff2-84f1-0d37bacd7e95,"Zankou Chicken,restaurant,4-iconic,Iconic LA chain",Zankou Chicken,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,AMBIGUOUS,TEXT_MULTI_RESULTS,12,0
e0e938e8-6946-47fa-9092-c5c1688be83c,"HMS Bounty,bar,4-iconic,Koreatown dive - new Eater 38 addition",HMS Bounty,0.0,0.0,,ChIJq0s4r33HwoARAxVYxf8ypbk,HMS Bounty,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
e248e6bf-328c-4096-bf52-e375c5a0427d,"Republique,restaurant,1,La Brea - Eater/LAT/Infatuation fixture",Republique,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
e828234f-d4ab-418d-ad96-71f362bd1c9d,"Wagyu Butcher,restaurant,3-hot2025,Torrance yakiniku - Infatuation #8",Wagyu Butcher,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
ed6eaf54-00f5-45f6-80bf-b35197b6960f,"Intelligentsia Coffee,coffee,6-coffee,Silverlake/Pasadena",Intelligentsia Coffee,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,AMBIGUOUS,TEXT_MULTI_RESULTS,3,0
efa90623-b0b3-4e74-b0b7-2cd08a10a022,"Gjusta,restaurant,4-iconic,Venice bakery/deli - Gjelina family",Gjusta,0.0,0.0,,ChIJIb5F-cW6woARd4CTt6yz_pg,Gjusta,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
f01cf5b0-0cd7-4da8-bfad-bf4fd3a645ae,"Osteria Mozza,restaurant,1,Michelin star - Nancy Silverton",Osteria Mozza,0.0,0.0,,ChIJBacpEtO4woAR8TxewBOIolo,Osteria Mozza,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
f05f3e98-5dc5-48d4-adcf-828debf22f2f,"Mélisse,restaurant,2-michelin,2 Michelin stars - Santa Monica",Mélisse,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
f436943b-1eac-4f11-8610-fe773f0ded66,"Kismet,restaurant,4-iconic,Los Feliz Middle Eastern",Kismet,0.0,0.0,,ChIJD1Q7U6zAwoAR5-VymMH76V0,Kismet,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
f5a4abdf-ee10-491d-90fd-920838b78e26,"Rasarumah,restaurant,3-hot2025,Malaysian - new Michelin Bib Gourmand 2025",Rasarumah,0.0,0.0,,ChIJ5fd-NQDHwoARKiTGuaNIeco,Rasarumah,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
f929b8bc-af5f-47fb-98bd-f5f841e12d18,"Sapp Coffee Shop,restaurant,4-iconic,Thai Town essential",Sapp Coffee Shop,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,NO_MATCH,TEXT_LOW_SIM,1,0
fb2dbf82-dfb4-4b9e-a72d-74b1fe475b7d,"Petit Ermitage,hotel,hotel-boutique,West Hollywood hideaway - secluded rooftop pool",Petit Ermitage,0.0,0.0,,ChIJe72g-aS-woARFWxi79pOMe0,Petit Ermitage,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
fc288c11-8d7a-4018-b56c-45dfe671023c,"Mariscos Jalisco,restaurant,4-iconic,Iconic seafood truck",Mariscos Jalisco,0.0,0.0,,,,0,0,NO_MATCH,,0,No API results,AMBIGUOUS,TEXT_MULTI_RESULTS,2,0
fcee10ac-e9bc-4f36-9ec9-b4c90c781af8,"Orsa & Winston,restaurant,2-michelin,1 Michelin star - Italian-Japanese DTLA",Orsa & Winston,0.0,0.0,,ChIJh9W-NkrGwoARmn2KQbXkdhg,Orsa & Winston,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
fcfd0d6c-f53b-4eee-8155-b85c47482bea,"Bestia,restaurant,1,Arts District Italian - perennial every-list staple",Bestia,0.0,0.0,,ChIJSRvZ1yHGwoARcLrfvc-APl4,Bestia,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
fe963d2b-9c00-4ed9-ac9a-9abcd665df0a,"Pizzeria Mozza,restaurant,1,Nancy Silverton pizza empire",Pizzeria Mozza,0.0,0.0,,ChIJbWvuoNO4woARx2Xy5MvJ138,Pizzeria Mozza,100.0,0,HIGH,text_search,1,Exactly one high-confidence result,MATCH,TEXT_SINGLE_HIGH_SIM,1,0
